Err:510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full path,Parent folder,Dataset,ROI,Color,X,Y,Z,T,C,X (global),Y (global),Z (global),Box width,Box height,Box depth,Contour,Interior,Sphericity (%),Roudness (%),Convexity (%),Max. Feret diam.,Ellipse (a),Ellipse (b),Ellipse (c),Yaw angle,Pitch angle,Roll angle,Elongation ratio,Flatness ratio (3D),Min. ch 0,Avg. ch 0,Max. ch 0,Sum ch 0,Std. dev. ch 0,Angular second moment ch 0,Contrast ch 0,Entropy ch 0,Homogeneity ch 0,Min. ch 1,Avg. ch 1,Max. ch 1,Sum ch 1,Std. dev. ch 1,Angular second moment ch 1,Contrast ch 1,Entropy ch 1,Homogeneity ch 1,Min. ch 2,Avg. ch 2,Max. ch 2,Sum ch 2,Std. dev. ch 2,Angular second moment ch 2,Contrast ch 2,Entropy ch 2,Homogeneity ch 2,Perimeter (µm) ,Area (µm2) ,Surface area (µm2) ,Volume (µm3) 
/home/hengji/DeepLabCut/examples/videos,videos,hy78clip4.avi,Polygon2D,,153.140365448505,68.0365448504984,ALL,ALL,ALL,153.140365448505,68.0365448504984,ALL,94.6531791907514,16.3294797687861,N/A,199.514923799395,1108,59.1424655481928,12.1292360925073,93,752.382881251295,790.991547348075,117.131636309015,N/A,180,0,0,6.75301372262312,N/A,3,128.604057028718,255,126194017,81.0849690458783,N.A.,N.A.,N.A.,N.A.,3,128.604057028718,255,126194017,81.0849690458783,N.A.,N.A.,N.A.,N.A.,3,128.604057028718,255,126194017,81.0849690458783,N.A.,N.A.,N.A.,N.A.,1596.11939039516,70912,N.A.,N.A.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Err:510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full path,Parent folder,Dataset,ROI,Color,X,Y,Z,T,C,X (global),Y (global),Z (global),Box width,Box height,Box depth,Contour,Interior,Sphericity (%),Roudness (%),Convexity (%),Max. Feret diam.,Ellipse (a),Ellipse (b),Ellipse (c),Yaw angle,Pitch angle,Roll angle,Elongation ratio,Flatness ratio (3D),Min. ch 0,Avg. ch 0,Max. ch 0,Sum ch 0,Std. dev. ch 0,Angular second moment ch 0,Contrast ch 0,Entropy ch 0,Homogeneity ch 0,Min. ch 1,Avg. ch 1,Max. ch 1,Sum ch 1,Std. dev. ch 1,Angular second moment ch 1,Contrast ch 1,Entropy ch 1,Homogeneity ch 1,Min. ch 2,Avg. ch 2,Max. ch 2,Sum ch 2,Std. dev. ch 2,Angular second moment ch 2,Contrast ch 2,Entropy ch 2,Homogeneity ch 2,Perimeter (µm) ,Area (µm2) ,Surface area (µm2) ,Volume (µm3) 
--,--,hy78clip4.avi - binning=8 + Active contours,Contour (Polygon2D),,164.515409836066,69.2839344262295,ALL,0,ALL,164.515409836066,69.2839344262295,ALL,108.074193119084,28.6335806032283,N/A,244.647954940234,1408,54.3706681079948,7.96525415729015,67,866.367127723577,745.605105800436,172.189034308816,N/A,180,0,0,4.33015440729642,N/A,3,103.783606557377,254,158270,56.2868915244442,0.000208788309487,2129.36128691984,8.20389565714884,0.072998711475984,3,103.783606557377,254,158270,56.2868915244442,0.000208788309487,2129.36128691984,8.20389565714884,0.072998711475984,3,103.783606557377,254,158270,56.2868915244442,0.000208788309487,2129.36128691984,8.20389565714884,0.072998711475984,1957.18363952187,90112,N.A.,N.A.
--,--,hy78clip4.avi - binning=8 + Active contours,Object #1,,164.723821989529,69.205497382199,ALL,1,ALL,164.723821989529,69.205497382199,ALL,109.097359073742,28.1655532763781,N/A,244.584388898766,1413.5,54.4909155056011,8.04038545253533,68,873.796314938442,751.175557551627,168.36646744369,N/A,180,0,0,4.46155085960247,N/A,3,103.583115183246,254,158275,56.6928636443899,0.000199499092362,2126.90668303806,8.21632598957158,0.074639399188117,3,103.583115183246,254,158275,56.6928636443899,0.000199499092362,2126.90668303806,8.21632598957158,0.074639399188117,3,103.583115183246,254,158275,56.6928636443899,0.000199499092362,2126.90668303806,8.21632598957158,0.074639399188117,1956.67511119013,90464,N.A.,N.A.
--,--,hy78clip4.avi - binning=8 + Active contours,Object #1,,165.065316786414,69.1900718484651,ALL,2,ALL,165.065316786414,69.1900718484651,ALL,109.486017786542,27.9865090083197,N/A,244.544395110974,1415.5,54.5383701947929,8.14033521052492,69,866.994809673045,755.694034760631,168.676893223866,N/A,180,0,0,4.48012777753548,N/A,3,102.796211626388,255,157381,56.2280302870297,0.00020943794974,2096.85896762902,8.19339996123459,0.074894299381193,3,102.796211626388,255,157381,56.2280302870297,0.00020943794974,2096.85896762902,8.19339996123459,0.074894299381193,3,102.796211626388,255,157381,56.2280302870297,0.00020943794974,2096.85896762902,8.19339996123459,0.074894299381193,1956.3551608878,90592,N.A.,N.A.
--,--,hy78clip4.avi - binning=8 + Active contours,Object #1,,165.205577172503,69.1822308690013,ALL,3,ALL,165.205577172503,69.1822308690013,ALL,109.556361768495,28.0242754207174,N/A,244.573606235218,1426,54.7337378143674,8.14092559154487,69,874.345469479885,756.968749178633,169.143467697271,N/A,180,0,0,4.47530584233639,N/A,3,101.507782101167,255,156525,55.5266578493268,0.000212382391252,2060.30832030571,8.18788527461815,0.07924977479365,3,101.507782101167,255,156525,55.5266578493268,0.000212382391252,2060.30832030571,8.18788527461815,0.07924977479365,3,101.507782101167,255,156525,55.5266578493268,0.000212382391252,2060.30832030571,8.18788527461815,0.07924977479365,1956.58884988174,91264,N.A.,N.A.
--,--,hy78clip4.avi - binning=8 + Active contours,Object #1,,165.32214331827,69.1807617817947,ALL,4,ALL,165.32214331827,69.1807617817947,ALL,109.535388456538,28.1852840887876,N/A,244.703091008584,1434.5,54.8675733683549,8.13814739926359,69,874.345469479885,758.115676541489,169.452770351628,N/A,180,0,0,4.47390547211673,N/A,3,100.401549386701,254,155522,54.462774680287,0.000211556576817,2015.78063958512,8.19497287583808,0.079203253149812,3,100.401549386701,254,155522,54.462774680287,0.000211556576817,2015.78063958512,8.19497287583808,0.079203253149812,3,100.401549386701,254,155522,54.462774680287,0.000211556576817,2015.78063958512,8.19497287583808,0.079203253149812,1957.62472806867,91808,N.A.,N.A.
--,--,hy78clip4.avi - binning=8 + Active contours,Object #1,,165.464010282776,69.1998714652956,ALL,5,ALL,165.464010282776,69.1998714652956,ALL,109.567647067064,28.4076385068255,N/A,245.005714363923,1441.5,54.9333445945358,8.10623972586048,70,874.345469479885,759.862123627499,171.322020513683,N/A,180,0,0,4.43528579308818,N/A,3,99.1105398457584,252,154216,53.4080125216063,0.000211447028938,1978.75761224843,8.1902483799471,0.079681110475982,3,99.1105398457584,252,154216,53.4080125216063,0.000211447028938,1978.75761224843,8.1902483799471,0.079681110475982,3,99.1105398457584,252,154216,53.4080125216063,0.000211447028938,1978.75761224843,8.1902483799471,0.079681110475982,1960.04571491138,92256,N.A.,N.A.
