scorer,DeepCut_resnet50_clip6Mar15shuffle1_28000,DeepCut_resnet50_clip6Mar15shuffle1_28000,DeepCut_resnet50_clip6Mar15shuffle1_28000,DeepCut_resnet50_clip6Mar15shuffle1_28000,DeepCut_resnet50_clip6Mar15shuffle1_28000,DeepCut_resnet50_clip6Mar15shuffle1_28000
bodyparts,hypostone,hypostone,hypostone,peduncle,peduncle,peduncle
coords,x,y,likelihood,x,y,likelihood
60,1222.1154851913452,1510.097234249115,0.9981240630149841,724.6261184215546,859.6776811778545,0.9857248067855835
61,1220.2001893818378,1508.7195298075676,0.9992836117744446,699.3762037158012,880.6434156894684,0.9771955013275146
62,1218.7746053934097,1507.1270481348038,0.999788224697113,718.0849783420563,859.743690341711,0.961624026298523
63,1217.567747592926,1506.9276151657104,0.9997101426124573,735.7181148529053,843.3366339206696,0.9631723761558533
64,1216.3999166488647,1506.9623136520386,0.999678373336792,754.4297962188721,828.9229519963264,0.9519385099411011
65,1216.1868307590485,1506.9914631843567,0.9994951486587524,805.3039906024933,786.6126312017441,0.9106554985046387
66,1215.0641736984253,1506.6600819826126,0.9996739625930786,825.4067573547363,779.5693237781525,0.8966253399848938
67,1214.4928803443909,1506.679300904274,0.9994333386421204,842.019003033638,774.1438508033752,0.9157842993736267
68,1213.89218044281,1506.8765661716461,0.9990455508232117,858.4818196296692,772.0366796962917,0.974237322807312
69,1213.2323698997498,1506.9896548986435,0.9990246295928955,874.2666811943054,770.6318626403809,0.9821975827217102
70,1213.006763935089,1507.2733359336853,0.998626708984375,890.3696849346161,770.2948092222214,0.9850727915763855
71,1212.742901802063,1507.5901107788086,0.9992037415504456,905.4185254573822,770.6565791368484,0.9848018288612366
72,1211.5124532580376,1510.8589930534363,0.9987394213676453,918.374448299408,773.6532224416733,0.9563555717468262
73,1210.1622972488403,1508.9916653037071,0.999203622341156,938.0149750709534,786.889212012291,0.9884799122810364
74,1209.632236480713,1508.241485118866,0.999106228351593,955.6587262749672,801.9017899036407,0.9930271506309509
75,1207.2100126743317,1506.9768410921097,0.9992750287055969,967.186900138855,817.0170378684998,0.995201826095581
76,1206.417235136032,1507.4318789243698,0.9994613528251648,977.6700692176819,830.5494225025177,0.9947804808616638
77,1206.0842278003693,1507.553150266409,0.9994418025016785,983.7192578315735,843.7515735328197,0.9912133812904358
78,1205.739659667015,1507.573429375887,0.9995139837265015,988.8886470794678,851.9858277020976,0.9937479496002197
79,1205.3761720657349,1507.801646605134,0.9995285272598267,990.5516836643219,865.7736299037933,0.9962840676307678
80,1205.3644446134567,1508.5469282269478,0.9993436932563782,994.6299394369125,875.0991693139076,0.9958928823471069
81,1205.094139456749,1508.6725487113,0.9992184638977051,994.0763893127441,882.9185829162598,0.9987001419067383
82,1205.24509203434,1509.1276760101318,0.9991497993469238,997.3149365186691,892.4314454197884,0.9963393211364746
83,1205.2156014442444,1509.81174325943,0.9994044303894043,996.9566230773926,898.1124603748322,0.9988862872123718
84,1204.7075845599174,1510.306003332138,0.9993703961372375,998.6529710292816,905.9859578609467,0.9957126379013062
85,1204.645769417286,1510.7789239883423,0.9991801381111145,997.4946264028549,912.9105732440948,0.9990517497062683
86,1204.4471191167831,1510.2419357299805,0.9995021820068359,997.1843880414963,922.8133268356323,0.9969823956489563
87,1204.0858019068837,1509.7502962350845,0.99947589635849,993.9155657291412,932.3720591068268,0.999058187007904
88,1203.680617928505,1509.8454949855804,0.9994308352470398,991.6464319229126,944.2588331699371,0.9986322522163391
89,1204.0143296625465,1509.2063777446747,0.9995245933532715,991.2896370887756,951.4924893379211,0.9961756467819214
90,1203.8737334907055,1509.6582607030869,0.9994661211967468,989.553852558136,961.7719333171844,0.9974133372306824
91,1203.8419761657715,1509.4237011671066,0.9993771910667419,989.2495174407959,967.206273317337,0.9934003353118896
92,1203.9385804124177,1509.03186917305,0.9993894100189209,986.6661427021027,976.4843797683716,0.9976183772087097
93,1204.0062673389912,1509.0768715143204,0.9992889165878296,986.4458230733871,981.9611170291901,0.9942734837532043
94,1203.7172924280167,1508.9369596242905,0.9993374943733215,984.4105262756348,990.3356823921204,0.9977769255638123
95,1203.8192034065723,1508.9461955428123,0.9992474317550659,984.8980436325073,993.3221249580383,0.9980317950248718
96,1203.828774780035,1509.538300037384,0.9991857409477234,984.8715455532074,997.0859096050262,0.9957723021507263
97,1203.8225739449263,1510.369444847107,0.999113142490387,983.4608764648438,1003.3151234984398,0.9965837001800537
98,1203.796507909894,1510.4833116531372,0.9986735582351685,983.2798221111298,1007.3151969909668,0.9989690780639648
99,1204.3265407979488,1510.051685333252,0.9988228678703308,982.076895236969,1010.9418442249298,0.9990504384040833
100,1204.2565837204456,1510.2508416175842,0.9984207153320312,980.2545147538185,1018.7067493200302,0.9983526468276978
101,1203.3395611047745,1510.9110822677612,0.9983925223350525,978.3427948951721,1024.8357396125793,0.999293327331543
102,1202.1929738521576,1511.1043269634247,0.9987855553627014,979.9826095178723,1030.2816920280457,0.9980831146240234
103,1201.141488790512,1511.9232637882233,0.9978665709495544,980.2330921590328,1037.8410362005234,0.9978675842285156
104,1200.4047629833221,1512.1495027542114,0.9964950680732727,980.5910949110985,1041.745386838913,0.99928218126297
105,1200.7382514476776,1512.0278630256653,0.9965240359306335,980.99674898386,1045.3070262670517,0.9981241822242737
106,1200.8798656463623,1511.0504310131073,0.9944131970405579,980.5563475489616,1051.130468070507,0.9975402355194092
107,1200.546238899231,1511.142256975174,0.996116042137146,979.1326752305031,1054.922435283661,0.9988447427749634
108,1200.177206993103,1511.874403476715,0.9961484670639038,981.1543484926224,1057.3769409656525,0.9992032647132874
109,1200.4265387058258,1512.1434350013733,0.9943419694900513,981.1567099094391,1059.8942040726542,0.9985253214836121
110,1195.700999468565,1518.7706470489502,0.992474377155304,980.541358590126,1063.9155950546265,0.9954447746276855
111,1194.9828823804855,1519.700406074524,0.9942210912704468,981.3368365764618,1067.2943638563156,0.9973738193511963
112,1195.4915280938148,1519.8995881080627,0.9964679479598999,980.123230971396,1069.0278792381287,0.9975942969322205
113,1196.0102477585897,1520.2706234455109,0.9950066804885864,981.1052774190903,1072.3836364746094,0.9991064667701721
114,1196.5362483859062,1520.34206533432,0.9958778619766235,981.7538175582886,1075.5434556901455,0.9984456896781921
115,1197.2288142442703,1520.466476202011,0.9959105253219604,980.4328425526619,1081.118055343628,0.9967488050460815
116,1197.348702430725,1520.7934212684631,0.9966481328010559,980.305084913969,1084.8926457762718,0.9963977336883545
117,1201.5105378627777,1517.2266825437546,0.9947015643119812,978.8853907585144,1087.7520551681519,0.9986096620559692
118,1197.5905658006668,1520.993880033493,0.9930844306945801,979.7679122686386,1090.1623919010162,0.9990653395652771
119,1197.6004123687744,1521.029537677765,0.9948806762695312,980.5839695334435,1091.9302370026708,0.9979650974273682
120,1197.6486341953278,1521.3427181243896,0.9970356225967407,981.5031288862228,1093.7359981536865,0.994828999042511
121,1197.4886593818665,1521.3024895191193,0.9963661432266235,980.7432823181152,1095.540259361267,0.9915158748626709
122,1197.6333676576614,1522.0594452619553,0.9971336126327515,982.044858455658,1097.5064733028412,0.9943670630455017
123,1197.739127755165,1523.1995994448662,0.9965080618858337,981.1302028894424,1100.8843899965286,0.9953843951225281
124,1199.4510192871094,1518.8480324745178,0.9971597194671631,979.4224539399147,1102.5521664619446,0.99664705991745
125,1200.594612121582,1519.2335124015808,0.9946779012680054,980.5796737670898,1102.751118183136,0.9980019927024841
126,1200.4756684303284,1519.7170042991638,0.996412456035614,981.055713891983,1105.4639520645142,0.9988190531730652
127,1200.7588074207306,1519.9120092391968,0.9984670281410217,981.0354034900665,1107.4386683106422,0.9983637928962708
128,1201.46435546875,1519.9097094535828,0.9983177185058594,981.6250747442245,1109.4057161808014,0.9960119724273682
129,1201.4433648586273,1520.0918655395508,0.9981074333190918,983.6965312957764,1110.5814111232758,0.9907624125480652
130,1201.678092956543,1520.1034018993378,0.998921275138855,982.0961158275604,1112.936327457428,0.9931520223617554
131,1201.2601001262665,1520.0761804580688,0.9986672401428223,982.2612891197205,1115.2037288546562,0.9950523972511292
132,1201.5446598529816,1520.3629744052887,0.9984194040298462,980.8029081225395,1117.5875172615051,0.9894620776176453
133,1201.3415756225586,1520.5748534202576,0.9985629916191101,980.4572269320488,1118.568467617035,0.9969373941421509
134,1201.4517369270325,1520.8827257156372,0.9976693987846375,982.2327582836151,1119.4200387001038,0.996695876121521
135,1201.7180366516113,1521.828330039978,0.9979000091552734,982.5273623466492,1120.282258272171,0.9973378777503967
136,1202.8146288394928,1522.2052578926086,0.9964104294776917,982.0008866786957,1121.1876647472382,0.9981208443641663
137,1202.0741146802902,1522.5439888238907,0.9973292350769043,981.7156076431274,1122.0623784065247,0.9978522062301636
138,1201.868153810501,1522.9395639896393,0.9978432655334473,982.1023960113525,1122.2481237649918,0.9981526732444763
139,1204.047880742699,1523.4965689778328,0.9976291060447693,982.346542596817,1123.3421307206154,0.9979919195175171
140,1204.6365767717361,1523.1510260105133,0.9965320825576782,982.7698554992676,1124.8966553211212,0.996502161026001
141,1205.9393062591553,1522.2670348882675,0.9981778860092163,982.7240154743195,1126.5694241523743,0.9920348525047302
142,1205.9729591608047,1522.5733995437622,0.998658299446106,981.2348930835724,1128.0346627235413,0.993776798248291
143,1206.5957958698273,1522.8276426792145,0.9980747699737549,981.9892392158508,1129.093223810196,0.9938234090805054
144,1206.9394176006317,1522.4168835878372,0.9975115060806274,981.9282332658768,1130.2418743371964,0.9951896667480469
145,1207.4335644245148,1523.2514843344688,0.9977757334709167,981.9996103048325,1131.25309330225,0.9948347806930542
146,1208.4995272159576,1522.569823384285,0.9978814721107483,982.6422934532166,1131.52256539464,0.9936363697052002
147,1208.6168234348297,1523.023750424385,0.9981909394264221,982.7912931442261,1131.7899618148804,0.9930081367492676
148,1209.065960407257,1523.2083922624588,0.9984244108200073,982.7185759544373,1132.647369146347,0.99244225025177
149,1209.8144438266754,1524.237314850092,0.9986434578895569,980.5844853520393,1133.80530834198,0.9919227957725525
150,1210.0058656930923,1524.9778892993927,0.9987871050834656,980.6501396894455,1134.0683407783508,0.9916537404060364
151,1210.3962389230728,1525.2727378606796,0.9989332556724548,980.7208477854729,1133.7164287567139,0.9916638135910034
152,1211.3878291249275,1525.791694521904,0.9988822340965271,983.188802242279,1132.610415995121,0.9914935827255249
153,1210.9602613449097,1527.6783809661865,0.9986780285835266,983.0710985660553,1132.4197062849998,0.9923080205917358
154,1210.798511505127,1523.891179561615,0.9990407824516296,982.8319194316864,1132.1521075814962,0.9939067959785461
155,1210.7491073608398,1524.78413271904,0.9992111921310425,983.1789546012878,1132.0700640380383,0.9916816353797913
156,1211.3577871322632,1525.5221024751663,0.998801589012146,979.7169281542301,1135.3856134414673,0.9949341416358948
157,1211.5838888287544,1529.1292281150818,0.9984092116355896,980.1233318597078,1135.6681900024414,0.9956299066543579
158,1211.8998095616698,1529.5065217018127,0.9972267746925354,981.8827468156815,1135.2458968162537,0.9934511184692383
159,1211.9872932434082,1526.57039809227,0.9963305592536926,982.4168848991394,1135.4538979530334,0.9924995303153992
160,1212.5597305297852,1527.3499646186829,0.9956602454185486,982.6044645309448,1135.5554308891296,0.9911098480224609
161,1212.4371161460876,1528.1320352554321,0.9955055713653564,982.5104050636292,1135.5935015678406,0.9917705059051514
162,1212.3242707252502,1529.467948436737,0.9881719946861267,983.0468902587891,1135.407729625702,0.9910867810249329
163,1209.3762464523315,1534.9288494586945,0.9886904954910278,982.9302732944489,1135.2667446136475,0.9871569275856018
164,1210.2226629257202,1534.9776108264923,0.9896514415740967,991.0010204315186,1127.5344514846802,0.9849783778190613
165,1208.6606769561768,1534.0562286376953,0.9918569326400757,990.2704119682312,1127.4376196861267,0.9865822792053223
166,1208.5707776546478,1535.1737298965454,0.9932251572608948,990.2726044654846,1126.7245647907257,0.989781379699707
167,1212.8935151100159,1534.3957056999207,0.9928763508796692,989.1656742095947,1126.5020961761475,0.9884053468704224
168,1209.8182744979858,1535.6856303215027,0.9943299293518066,983.7170507907867,1129.7261402606964,0.98869389295578
169,1211.3179040551186,1536.532666683197,0.9958406090736389,986.1582218408585,1126.1235580444336,0.9901323318481445
170,1211.7518119812012,1537.3635170459747,0.9961995482444763,986.7587395906448,1124.6268756985664,0.9936841130256653
171,1212.976892232895,1538.0632028579712,0.9962611794471741,986.1773657798767,1125.3097747564316,0.9925209283828735
172,1213.5886503458023,1537.3945541381836,0.9968435764312744,983.5489473342896,1128.5451436042786,0.9915249943733215
173,1213.9675077199936,1538.0539333820343,0.9944432377815247,983.6497361660004,1128.9853887557983,0.9926445484161377
174,1214.1823980808258,1538.0432263612747,0.9957274198532104,983.5538878440857,1129.4348499774933,0.993224561214447
175,1212.613498210907,1534.501706123352,0.9966731071472168,983.5597946643829,1129.1745069026947,0.9923856258392334
176,1213.1425867080688,1535.84987449646,0.997832715511322,983.5435054302216,1129.1351811885834,0.9938865303993225
177,1213.319046497345,1536.0343697071075,0.9989126920700073,983.4479269981384,1128.5805385112762,0.9938971400260925
178,1213.1767859458923,1536.9309532642365,0.9989697933197021,983.0024619102478,1127.8148927688599,0.9924581050872803
179,1213.14963388443,1537.506227016449,0.9994587302207947,984.5957880020142,1124.9667838811874,0.9948295950889587
180,1213.8204522132874,1538.2899374961853,0.9994714856147766,984.2878756523132,1125.862436413765,0.995781660079956
181,1214.0127811431885,1539.0538335442543,0.9993577599525452,983.9573361873627,1124.8848314881325,0.9967693090438843
182,1213.8537783622742,1539.1085268259048,0.9995753169059753,982.8147819042206,1123.6844698488712,0.9982720613479614
183,1214.3382892608643,1540.535889327526,0.9996022582054138,982.2452597618103,1122.93095099926,0.9985684156417847
184,1214.8739728927612,1541.4968549013138,0.9995853304862976,980.9262313842773,1121.6637642383575,0.998945415019989
185,1215.0178503990173,1541.8554480075836,0.9990837574005127,979.7049962282181,1120.8159897327423,0.9986498951911926
186,1214.8338270187378,1542.31969165802,0.9988699555397034,977.1659054756165,1120.4837667942047,0.9981309771537781
187,1215.420711517334,1542.234069108963,0.9983261227607727,978.0176931619644,1118.7706546783447,0.9971951246261597
188,1215.9825901985168,1542.307064294815,0.9980582594871521,981.112796664238,1117.0052999258041,0.9973255395889282
189,1216.2782011032104,1543.0861630439758,0.9974004030227661,980.4522434771061,1115.1122524142265,0.9970226883888245
190,1217.738775730133,1548.0838343650103,0.9964393973350525,979.4718887209892,1113.3514549732208,0.9970471262931824
191,1218.3212897777557,1548.4503954648972,0.9952789545059204,978.3624737262726,1113.1880145072937,0.9964172840118408
192,1218.9554299116135,1548.7127202153206,0.995594322681427,977.9387619495392,1113.1449658870697,0.995689332485199
193,1218.4903625249863,1548.7007637023926,0.9956761002540588,978.0398868322372,1110.4725301265717,0.9958034157752991
194,1219.1901217103004,1548.682382762432,0.9971452355384827,976.5502164363861,1109.9366807937622,0.9966815114021301
195,1218.9668798446655,1548.99226719141,0.9971951246261597,975.4402089118958,1109.369347691536,0.996406614780426
196,1219.3351813554764,1549.2469236850739,0.9972604513168335,974.5316801071167,1108.4662189483643,0.9960428476333618
197,1219.8478146642447,1549.618615269661,0.9966797828674316,973.4077558517456,1107.174424648285,0.9960455298423767
198,1220.226826801896,1550.073810338974,0.9963976740837097,973.046753525734,1106.2851670980453,0.9967100620269775
199,1220.415107190609,1550.7118344306946,0.9961245656013489,972.3093137443066,1104.725593328476,0.9965465664863586
200,1220.6006514430046,1550.0132727622986,0.9957363605499268,978.2071046829224,1101.0604676008224,0.9970922470092773
201,1220.4168537259102,1549.8673870563507,0.9957224130630493,977.2886438369751,1099.0182703137398,0.996823787689209
202,1221.1528054475784,1550.8742623329163,0.9939509630203247,974.7329692840576,1095.3807392120361,0.9939472675323486
203,1221.464072227478,1551.0881621837616,0.993675172328949,973.3561015129089,1094.3488516807556,0.994986891746521
204,1221.661957025528,1552.0294480323792,0.9900665283203125,972.1774359196424,1092.707066655159,0.9964635968208313
205,1220.8163610696793,1552.0076909065247,0.9880843758583069,971.0111778974533,1091.1280117630959,0.9975637197494507
206,1222.2838034629822,1552.7362008094788,0.9835130572319031,969.4259176254272,1089.4052186012268,0.9975067973136902
207,1222.1599652767181,1553.5258169174194,0.9889687299728394,969.2418587207794,1087.839343070984,0.9968011379241943
208,1222.2934539318085,1553.5945143699646,0.9918071627616882,968.7555313110352,1087.0492453575134,0.9957984089851379
209,1222.122332572937,1554.0960062742233,0.9896731376647949,970.7381353378296,1084.906982243061,0.9885282516479492
210,1221.9287909269333,1554.6795846223831,0.9886590838432312,968.5721297264099,1083.2778688073158,0.9912312626838684
211,1221.9652304649353,1554.859394311905,0.9856260418891907,967.0729882717133,1082.5281819105148,0.9944826364517212
212,1221.5471161603928,1555.3051059246063,0.9825740456581116,966.4527311325073,1080.522183895111,0.9928019046783447
213,1221.5287053585052,1556.5144768357277,0.9826990365982056,965.2648130655289,1078.514242887497,0.9968717694282532
214,1221.125841140747,1556.4516279697418,0.9814696311950684,964.5253841876984,1076.5595055818558,0.9981309771537781
215,1220.9134684801102,1556.900682091713,0.9860318899154663,963.9794114697725,1075.2371353507042,0.9985947012901306
216,1221.3637872934341,1557.1249986886978,0.9740163683891296,962.912245631218,1075.101635813713,0.9983770847320557
217,1221.6698724031448,1557.1461390256882,0.9747402667999268,963.3718546628952,1074.4055477380753,0.9985623955726624
218,1221.792816877365,1557.2394959926605,0.9720265865325928,963.098967730999,1073.821678161621,0.9986165761947632
219,1221.8681683540344,1557.262147307396,0.9814417362213135,961.7583365440369,1073.5062136650085,0.9982118606567383
220,1222.1132135391235,1556.5929607748985,0.9804359674453735,961.4794836044312,1072.773084640503,0.9980430603027344
221,1221.7985625267029,1557.3271707296371,0.9788428544998169,961.2261035442352,1071.6170887947083,0.997323751449585
222,1221.522209405899,1557.2447214126587,0.9803662896156311,959.7964143753052,1071.593041419983,0.9954571723937988
223,1221.6149860620499,1557.147420167923,0.9849798083305359,962.2204346656799,1070.2008955478668,0.9947307109832764
224,1221.3089609146118,1557.5166676044464,0.9837740659713745,961.7155318260193,1069.3004143238068,0.9958959817886353
225,1221.1075690984726,1557.3714957237244,0.9880698323249817,961.1599762439728,1068.1589219272137,0.9948441982269287
226,1220.4034539163113,1557.4744383096695,0.980249285697937,960.4610381126404,1067.13979023695,0.9923316240310669
227,1220.3784427642822,1557.4451186656952,0.9840040802955627,959.8379135131836,1065.9827544689178,0.990528404712677
228,1220.5966405272484,1557.393539905548,0.9846727252006531,958.0972533226013,1063.3190088272095,0.9820147752761841
229,1220.6589316129684,1557.5472729206085,0.9839428663253784,957.8158836364746,1062.0364656448364,0.9931719303131104
230,1219.9783021584153,1557.2926770448685,0.9802661538124084,958.0895037651062,1061.6227560043335,0.9875993728637695
231,1220.1381410509348,1557.8868610858917,0.9775786399841309,957.6577987670898,1060.792828977108,0.990861177444458
232,1219.9380435496569,1558.2045152187347,0.9727775454521179,957.000457406044,1059.4112307429314,0.9946357607841492
233,1220.0228970237076,1557.072934627533,0.9658234119415283,956.5175589323044,1058.9408384561539,0.9951022863388062
234,1220.4300608336926,1556.8688969016075,0.9371377825737,956.6988884210587,1057.8432266712189,0.9962723255157471
235,1220.536125600338,1557.2364933490753,0.9244726300239563,956.5353548526764,1057.4183917045593,0.9960399866104126
236,1219.8458027541637,1556.7717689275742,0.9519822597503662,956.420096039772,1056.3346846103668,0.9951777458190918
237,1220.0886642038822,1557.1071234941483,0.9381011128425598,956.116755194962,1055.693214416504,0.9946609139442444
238,1220.646762251854,1556.5077909231186,0.8711163997650146,956.0224902462214,1054.786961555481,0.989669144153595
239,1222.6993889808655,1563.9765016920865,0.9160566329956055,957.8455188274384,1053.7366399765015,0.9836695194244385
240,1223.0390770435333,1563.8334191143513,0.8249831199645996,957.602520108223,1052.5491988062859,0.9851636290550232
241,1222.6577475070953,1564.330306172371,0.9010992646217346,957.7558492422104,1051.2970898151398,0.9854527115821838
242,1223.503097295761,1564.206391647458,0.8255672454833984,957.9143849611282,1050.5507541894913,0.9846375584602356
243,1224.3310189247131,1564.3447957634926,0.8856372237205505,957.9192575216293,1049.3359034061432,0.9811456799507141
244,1223.5592041015625,1564.8099092245102,0.8912294507026672,957.2350749969482,1048.2210223674774,0.9719613790512085
245,1223.4167330265045,1565.2016348838806,0.9023303389549255,956.5546251535416,1046.3510694503784,0.9859696626663208
