scorer,DeepCut_resnet50_hydratrackingMar12shuffle1_30000,DeepCut_resnet50_hydratrackingMar12shuffle1_30000,DeepCut_resnet50_hydratrackingMar12shuffle1_30000,DeepCut_resnet50_hydratrackingMar12shuffle1_30000,DeepCut_resnet50_hydratrackingMar12shuffle1_30000,DeepCut_resnet50_hydratrackingMar12shuffle1_30000
bodyparts,hypostone,hypostone,hypostone,peduncle,peduncle,peduncle
coords,x,y,likelihood,x,y,likelihood
64,818.0648928880692,779.7514228820801,0.9997478127479553,471.4630854129791,473.2659773826599,0.9990953207015991
65,818.9816335439682,779.9254159927368,0.9997830986976624,471.4348351955414,473.0026969909668,0.9991633892059326
66,820.2657952308655,780.8579487800598,0.9998151659965515,471.91154074668884,472.66736364364624,0.9992634654045105
67,820.4277600944042,781.1629943847656,0.9998231530189514,471.16263127326965,472.51351261138916,0.9993171691894531
68,821.5467450618744,781.9679942131042,0.9998257756233215,471.6707351207733,471.87460708618164,0.9994639754295349
69,822.7632970809937,782.3794183731079,0.9997856020927429,472.9338526725769,470.9660267829895,0.9993725419044495
70,823.6966779232025,782.6672658920288,0.9997051358222961,472.2073736190796,470.9311809539795,0.9995256662368774
71,824.8769960403442,783.0291419029236,0.999539852142334,472.72740030288696,470.3412401676178,0.9994737505912781
72,826.9656324386597,783.5560278892517,0.9995905756950378,472.2600407600403,470.52293252944946,0.9995049238204956
73,827.7921754568815,784.146057844162,0.9996286630630493,472.0468153953552,469.95471572875977,0.9995915293693542
74,828.3804925382137,784.3107807636261,0.9995498061180115,471.769642829895,469.92469680309296,0.9996193647384644
75,829.7967925071716,785.2707324028015,0.9996284246444702,472.3242154121399,469.3645626306534,0.9996335506439209
76,830.6977944374084,784.9675960540771,0.9997333884239197,472.4231176376343,468.751517534256,0.9996209144592285
77,831.8164215087891,785.220269203186,0.9998050332069397,472.1741099357605,468.65552645921707,0.9996671676635742
78,832.9902920722961,784.8978500366211,0.9998425245285034,472.9077739715576,468.21690379083157,0.9995554089546204
79,833.9822566509247,785.6859369277954,0.9998496770858765,472.8924388885498,468.05178862810135,0.9996283054351807
80,835.5381832122803,785.5212693214417,0.9998576641082764,471.24664282798767,468.14550010859966,0.9997889399528503
81,836.8743830323219,785.5624194145203,0.9998458623886108,470.31223702430725,467.9546322003007,0.9998303651809692
82,838.6088416576385,785.5279347896576,0.9998538494110107,470.1079797744751,467.93746124207973,0.9998451471328735
83,840.5916957855225,785.4644196033478,0.9997814297676086,471.013863325119,467.5320364534855,0.999841570854187
84,841.2988538742065,785.1672604084015,0.9997478127479553,470.2154185771942,467.59382581710815,0.9998410940170288
85,841.1856665611267,784.7468943595886,0.9996401071548462,469.980361700058,467.3561047911644,0.9998582601547241
86,841.9202075004578,784.2911763191223,0.9996077418327332,469.05571389198303,467.86082634329796,0.9998787641525269
87,842.6711980104446,783.7597074508667,0.999599039554596,469.28762102127075,467.5205356478691,0.9998922348022461
88,843.5809151530266,783.4067029953003,0.9995970129966736,469.0805879831314,467.5747130513191,0.9998500347137451
89,843.9028607830405,783.6934509277344,0.9995642304420471,468.4239990711212,467.3624392747879,0.9998729228973389
90,844.710626244545,784.0269687175751,0.9995834231376648,467.6301893889904,467.76594500243664,0.9998664855957031
91,845.5623500347137,783.6714549064636,0.9995296001434326,467.62892362475395,467.64436039328575,0.9998540878295898
92,845.7613632678986,783.6808066368103,0.9995338916778564,466.4128649234772,468.32243025302887,0.9998356103897095
93,845.8379077911377,783.1109881401062,0.9995914101600647,467.18999725580215,467.7250386476517,0.9998526573181152
94,845.969247341156,783.2884664535522,0.9995852112770081,466.7626881599426,467.99775550863706,0.9998376369476318
95,846.1486263275146,783.1916856765747,0.9996367692947388,467.1439789533615,467.55355644226074,0.9998574256896973
96,846.4405336380005,783.6152997016907,0.9997127652168274,466.51751029491425,467.6468530893326,0.9998533725738525
97,846.6351089477539,783.7602310180664,0.9997300505638123,467.8544406592846,466.8920602798462,0.9998624324798584
98,846.4195218086243,784.4041261672974,0.9997561573982239,466.98684000968933,467.0970017313957,0.9998446702957153
99,846.3724370002747,785.1600425243378,0.9997506737709045,466.5391125679016,467.21672958135605,0.9998691082000732
100,845.9691739082336,786.2452709674835,0.9996163845062256,466.67162251472473,467.1413823366165,0.9998576641082764
101,846.5381073951721,786.028315782547,0.9997242093086243,466.3805983066559,467.1206460595131,0.9998644590377808
102,846.6658902168274,785.8644921779633,0.9997320771217346,466.9178578853607,467.0126107931137,0.9998786449432373
103,847.3833918571472,785.6535711288452,0.9998010993003845,466.93331360816956,466.63722681999207,0.9998779296875
104,847.2661900520325,785.1567585468292,0.9997978806495667,466.84181797504425,466.47492229938507,0.9998689889907837
105,847.5945496559143,784.6425178050995,0.9997970461845398,468.4027203321457,466.09282433986664,0.9998857975006104
106,848.0952579975128,784.3552136421204,0.9998364448547363,467.3446829319,466.2939270734787,0.9998860359191895
107,848.7010281085968,784.5756204128265,0.9998586177825928,468.3419118523598,465.7423143386841,0.9998582601547241
108,849.0615124702454,783.8879046440125,0.9998501539230347,468.2899767756462,465.57813715934753,0.999872088432312
109,849.8397974967957,784.0977296829224,0.9998780488967896,467.9474094696343,465.8814392089844,0.9998763799667358
110,850.2050440311432,783.6941065788269,0.9998836517333984,468.2387748211622,465.5928134918213,0.9998773336410522
111,850.2673778533936,783.2507200241089,0.9998836517333984,468.55669766664505,465.2978138923645,0.9998588562011719
112,850.6392267942429,783.4336919784546,0.9998947381973267,468.0801512300968,465.6272110939026,0.9998822212219238
113,850.805004119873,783.6343441009521,0.9998968839645386,468.0213815700263,465.41183519363403,0.999879002571106
114,851.1748105883598,782.7323875427246,0.9998741149902344,468.6323943734169,465.1601333618164,0.9998600482940674
115,851.8371883034706,782.8472681045532,0.9998694658279419,468.46087315678596,464.91779088974,0.9998486042022705
116,851.7012578248978,782.7905025482178,0.9998804330825806,468.5554546713829,464.76952958106995,0.9998511075973511
117,852.7571986913681,782.5100326538086,0.9998337030410767,468.4858843386173,464.6948661804199,0.9998422861099243
118,853.2295852899551,783.0906043052673,0.9998551607131958,467.8097890615463,464.7809669971466,0.9998539686203003
119,853.6789878606796,782.8484711647034,0.9998152852058411,468.0496467575431,464.6293568611145,0.9998711347579956
120,854.3998701572418,782.725546836853,0.9997498393058777,467.88144182413816,464.2451059818268,0.9998637437820435
121,854.4040374755859,782.4036340713501,0.999772846698761,467.2719408273697,464.292601108551,0.9998482465744019
122,855.1980447769165,782.9195780754089,0.9997237324714661,467.08844488859177,464.24230194091797,0.9998192191123962
123,855.1635687351227,782.2349987030029,0.9996585845947266,466.7556071281433,463.30580139160156,0.9997491240501404
124,855.8467085361481,783.0234141349792,0.9996548891067505,466.3754280805588,463.1096234321594,0.9996886253356934
125,856.0553154945374,782.8145627975464,0.9995961785316467,466.8793865442276,462.5945496559143,0.9996395111083984
126,855.8634276390076,782.5957341194153,0.9996009469032288,466.46627855300903,462.4293489456177,0.9993190765380859
127,857.1142592430115,782.9818034172058,0.999383807182312,465.91248059272766,462.22067737579346,0.9990127086639404
128,854.6802680492401,779.9382886886597,0.9993484616279602,467.9770879596472,460.76478385925293,0.9997114539146423
129,846.6026320457458,773.3236306905746,0.9996472597122192,469.44903087615967,463.1041259765625,0.9998921155929565
130,837.2713547945023,767.9945583343506,0.9998965263366699,471.3660526275635,466.18854320049286,0.9998562335968018
131,823.7054362297058,760.5721957683563,0.9991769194602966,473.94734501838684,473.381498336792,0.9992851614952087
132,810.1760332584381,752.6141965389252,0.9996616840362549,475.6072182357311,476.6783471107483,0.9991158843040466
133,796.9062237739563,744.7409155368805,0.9991494417190552,475.91315269470215,483.43458104133606,0.9997227787971497
134,783.1409449577332,737.101401090622,0.9998648166656494,478.9668164253235,488.0482006072998,0.9997374415397644
135,771.8758265376091,732.4342522621155,0.9998730421066284,481.88080286979675,491.8620545119047,0.9996763467788696
136,762.3067274093628,730.314962387085,0.9978010058403015,484.2208271473646,494.1459012031555,0.9998844861984253
137,755.3150401711464,727.7895956039429,0.9997103810310364,485.19863629341125,497.2106568813324,0.9999377727508545
138,747.8003054261208,725.1437854766846,0.9994446635246277,486.3450107574463,500.3251323103905,0.9998465776443481
139,742.7344193458557,724.3374057710171,0.9997395873069763,488.9867305755615,502.5900413990021,0.99962317943573
140,738.2037525177002,722.9465512037277,0.9999091625213623,489.2705535888672,503.8969871997833,0.9992203712463379
141,733.9604907035828,722.1386920213699,0.9997323155403137,491.8617582023144,503.6188340187073,0.999481737613678
142,729.9402024745941,721.1256265640259,0.9996236562728882,492.2312622964382,504.3613862991333,0.9993378520011902
143,727.3659312725067,720.2267389297485,0.999879002571106,492.3234158754349,505.6924066543579,0.99912029504776
144,724.2393275946379,719.3920450210571,0.9999276399612427,491.41139698028564,507.1115655899048,0.9983569979667664
145,721.6225821971893,719.2880630493164,0.9998742341995239,491.9189582914114,507.47640228271484,0.9983022212982178
146,718.5745725631714,719.5247702598572,0.9996600151062012,492.3543004691601,507.7440767288208,0.9985826015472412
147,714.7000768184662,719.165256023407,0.9996405839920044,492.80990648269653,507.86583656072617,0.9987621307373047
148,713.2414016723633,718.8997707366943,0.9996805191040039,492.856728553772,508.38214549422264,0.9989145994186401
149,711.3532235622406,718.4653768539429,0.999812662601471,491.6757926642895,509.92285537719727,0.9991998076438904
150,710.4435682296753,717.6881141662598,0.9998225569725037,492.31416353583336,510.0545082092285,0.9992654919624329
151,709.6639980077744,717.283634185791,0.9998266100883484,491.12695944309235,510.68235063552856,0.9993919134140015
152,708.6104009151459,717.5049157142639,0.9998226761817932,491.4420298933983,511.10536527633667,0.9993960857391357
153,707.3185478448868,717.1607356071472,0.99985671043396,491.65282249450684,511.061252117157,0.9994834661483765
154,706.355791926384,717.2272043228149,0.9998301267623901,491.86940859258175,511.2845640182495,0.9994662404060364
155,706.4917174577713,717.0396275520325,0.9998345375061035,492.4070428311825,511.49968910217285,0.9993783235549927
156,706.4111369848251,716.6761775016785,0.9998268485069275,492.39786460995674,511.20833444595337,0.9994192123413086
157,706.4544720649719,717.0101842880249,0.9998219609260559,492.8581590652466,510.0784249305725,0.9993698000907898
158,706.0200873613358,716.2123312950134,0.9997783303260803,492.8925963640213,509.77073860168457,0.9992714524269104
159,706.4158705472946,716.9898843765259,0.9998519420623779,492.0814508572221,509.45712518692017,0.9991810917854309
160,706.649232506752,717.4486322402954,0.9998537302017212,492.60771757364273,508.6654100418091,0.9991047978401184
161,707.0688341856003,717.6525535583496,0.9998712539672852,491.957745552063,507.4059889316559,0.9985581040382385
162,707.5955387055874,717.1393656730652,0.9998412132263184,491.8918981552124,506.97921657562256,0.9985913634300232
163,707.5635035336018,718.2200202941895,0.9998674392700195,491.26742935180664,507.0388695001602,0.9983782768249512
164,708.742338180542,718.2889633178711,0.9998915195465088,493.5234249830246,506.0648202896118,0.9986573457717896
165,709.6327419281006,718.380133152008,0.999891996383667,493.06230914592743,505.93132400512695,0.9988312125205994
166,710.2043128013611,718.3286099433899,0.9998856782913208,493.0987386703491,503.49840545654297,0.9997102618217468
167,711.2405433654785,719.177713394165,0.9998238682746887,494.0695900917053,502.4736943244934,0.9998701810836792
168,712.1471438407898,719.4418811798096,0.9997990727424622,492.7678680419922,502.7635278701782,0.9997372031211853
169,712.6873369216919,720.0061111450195,0.9997338652610779,493.7211961746216,500.96198642253876,0.9998841285705566
170,713.2709379196167,721.0579175949097,0.9997580647468567,493.89171838760376,500.30951502919197,0.9998908042907715
171,714.6742433309555,721.5250451564789,0.9997490048408508,492.796067237854,500.58938044309616,0.9998706579208374
172,716.0212799403816,722.4942096471786,0.9997438788414001,492.1495246887207,499.6390794813633,0.9997749924659729
173,716.9621331691742,722.6917748451233,0.9997368454933167,491.64441680908203,499.37758618593216,0.9997205138206482
174,718.693844795227,724.3747235536575,0.9997087121009827,492.61580044031143,499.21916019916534,0.9996665716171265
175,719.8291463851929,725.2392184734344,0.9997264742851257,493.0358303785324,498.3914477825165,0.9996747970581055
176,721.7058494091034,724.8657206296921,0.9998052716255188,491.77654457092285,497.1745116710663,0.9997066855430603
177,723.4302517175674,725.822326540947,0.999631404876709,493.2274683713913,496.8961560726166,0.9996525049209595
178,725.3755556344986,729.5186903476715,0.9993411898612976,491.2198540568352,496.78120136260986,0.999503493309021
179,726.4396905899048,730.8165092468262,0.9989111423492432,491.6497374176979,496.20120453834534,0.9993491768836975
180,728.2025518417358,731.3618593215942,0.9991406202316284,491.53592666983604,494.9240641593933,0.9994520545005798
181,729.4975233078003,732.7879490852356,0.9992468357086182,490.71843779087067,494.7162575721741,0.9992545247077942
182,732.0391546711326,733.0790991783142,0.9994275569915771,490.5510083436966,493.16255235671997,0.9988502264022827
183,734.4169597625732,733.3645734786987,0.9995833039283752,491.2667735815048,492.654420375824,0.9984015822410583
184,736.0410852432251,733.9341778755188,0.9998102784156799,490.67170572280884,492.8386287689209,0.9988107681274414
185,737.7887017726898,734.9042701721191,0.9998916387557983,490.3483010530472,492.3272032737732,0.9987488985061646
186,740.4370639324188,736.1823794841766,0.9999295473098755,490.56406450271606,491.7276925444603,0.9987071752548218
187,742.3616154193878,736.8977444171906,0.9999110698699951,490.5413661003113,491.30400359630585,0.998845100402832
188,744.170786857605,737.7081928253174,0.9998342990875244,490.2765736579895,490.4360023736954,0.998751163482666
189,746.0901834964752,739.4902735352516,0.999622106552124,490.2807059288025,489.67243003845215,0.9987479448318481
190,747.6042170226574,740.252017468214,0.9996001124382019,489.7362103462219,489.6686968803406,0.9989684820175171
191,748.9028106331825,740.5306892991066,0.9995326995849609,490.0570750236511,488.92216396331787,0.9986482262611389
192,751.2295999526978,741.7800984382629,0.9995158910751343,489.49880361557007,488.8305196762085,0.9987951517105103
193,753.2655544281006,744.3431613445282,0.9995049238204956,489.6842420101166,488.25109577178955,0.9988698363304138
194,755.0198647975922,746.2772744894028,0.9996752738952637,489.09742403030396,487.3492178916931,0.9993852376937866
195,757.133294582367,747.4014765024185,0.9996306896209717,488.34319019317627,486.80570936203003,0.9996659755706787
196,758.9219193458557,748.1261207461357,0.9994211196899414,488.4672088623047,485.89145493507385,0.9996442794799805
197,761.4585461616516,747.916195936501,0.9986238479614258,488.8984694480896,485.5596148967743,0.9997074007987976
198,762.1534652709961,747.6776905059814,0.9978535771369934,489.18664598464966,484.6497532129288,0.9996157884597778
199,764.7068432569504,747.7111263275146,0.9986540079116821,487.7921211719513,484.10557896643877,0.9997660517692566
200,765.2438105344772,749.6712636947632,0.9992766976356506,487.605055809021,483.5120230615139,0.999816358089447
201,766.8354496955872,749.9337129592896,0.9995158910751343,489.4207248687744,482.4068673849106,0.9997249245643616
202,768.2059364318848,751.5179572105408,0.9997239708900452,488.3333921432495,481.60257935523987,0.9998096823692322
203,771.5237017273903,752.2194473743439,0.9998406171798706,487.65639424324036,481.16055631637573,0.9998352527618408
204,771.8401381522417,753.6601107120514,0.9998292922973633,486.3045709133148,480.96514105796814,0.999894380569458
205,773.841447353363,753.9269289970398,0.9998143315315247,485.20570838451385,480.7881865501404,0.9999053478240967
206,775.7208807468414,754.3104968070984,0.9996931552886963,484.8593388199806,480.38814091682434,0.999901533126831
207,776.6213181018829,755.1607895493507,0.9992413520812988,484.89836782217026,479.703999042511,0.9998774528503418
208,778.9071811437607,755.5880938768387,0.9992831349372864,484.0238731838763,479.6692214012146,0.9998961687088013
209,780.5553585290909,755.677863329649,0.9992462396621704,484.91279697418213,478.6093420982361,0.9998511075973511
210,783.5097966194153,755.5005728006363,0.9995591044425964,485.45751655101776,477.6675057411194,0.9997970461845398
211,786.1143050193787,755.1875386238098,0.9998087286949158,486.57494163513184,476.20735692977905,0.9995787739753723
212,788.5923976898193,754.9006615877151,0.9998502731323242,487.60287141799927,475.64824640750885,0.9993858337402344
213,790.7339556217194,754.9210928678513,0.9997881054878235,488.67593240737915,474.0379550457001,0.9991791844367981
214,792.5771889686584,754.2591811418533,0.9997119307518005,488.39457511901855,473.25778579711914,0.9987208247184753
215,793.4290974140167,756.1627858579159,0.9996237754821777,488.66670513153076,472.87151527404785,0.9987481832504272
216,795.7383642196655,756.7460774183273,0.9996070265769958,490.7843508720398,472.0300450325012,0.9991142153739929
217,797.3763233423233,757.2110520601273,0.9995375871658325,491.95137510821223,471.23825788497925,0.9993540644645691
218,799.5676884651184,756.610895216465,0.9997127652168274,492.0612237639725,470.3287229537964,0.9993939399719238
219,801.0998194217682,757.3250956535339,0.9997367262840271,492.7577612400055,469.5741219520569,0.9994939565658569
220,802.7556486129761,757.559029340744,0.9997077584266663,491.62186071276665,469.20696246623993,0.9995633959770203
221,803.3937603235245,758.073888540268,0.9996628761291504,491.8608207702637,467.7985943853855,0.9996901750564575
222,805.2755306959152,759.9630613327026,0.9995743632316589,492.235473126173,468.06354589760303,0.9996330738067627
223,805.7505261898041,760.7124078273773,0.999517560005188,491.9022092819214,466.65843880176544,0.9997132420539856
224,807.3642766475677,760.6807355880737,0.9993403553962708,492.91098165512085,465.96656107902527,0.9998049139976501
225,808.1590070724487,761.4177670478821,0.9991434812545776,492.25766134262085,465.34245109558105,0.9997163414955139
226,809.6417045593262,761.5199937820435,0.9986860156059265,493.78007555007935,463.9165496826172,0.9997389912605286
227,809.9719324111938,762.3959883451462,0.9987484216690063,495.47286653518677,462.6493067741394,0.9997742772102356
228,809.3588337898254,763.2056140899658,0.9990794658660889,496.87811827659607,461.8103709220886,0.999715268611908
229,810.8456158638,763.749834060669,0.999422550201416,497.1530647277832,460.9898838996887,0.9995867609977722
230,811.9357630312443,763.4982223510742,0.9992936849594116,497.673544883728,460.08422316610813,0.9994725584983826
231,815.5509877204895,764.4779192507267,0.9993255138397217,498.19737207889557,459.4500389099121,0.9995577931404114
232,816.4830439090729,764.526437997818,0.9994674324989319,498.71754562854767,459.1157657504082,0.9995904564857483
233,816.1242227554321,764.193696975708,0.9997132420539856,499.05802744627,458.5591639280319,0.999573290348053
234,816.745902299881,764.2323665618896,0.9997593760490417,498.9716399908066,457.8450381755829,0.9995790123939514
235,817.0208795070648,764.9926242828369,0.9998553991317749,499.8172248452902,457.67637181282043,0.9994931221008301
236,817.5401012897491,765.6361231803894,0.9999111890792847,498.4600372314453,457.972448348999,0.999496340751648
237,818.5173692703247,766.031355381012,0.9999363422393799,498.4522089958191,457.0177974700928,0.9996938705444336
238,819.9440764337778,766.0759963989258,0.9999338388442993,497.8338780403137,456.85397577285767,0.9997071623802185
239,820.6144381761551,766.6251964569092,0.9999351501464844,498.68566358089447,456.0466375350952,0.999786913394928
240,820.9113671779633,766.789192199707,0.9999451637268066,498.32973635196686,455.8868627548218,0.9998227953910828
241,822.4944930076599,767.287148475647,0.9999344348907471,499.2612030506134,455.37000799179077,0.9997877478599548
242,823.3279449939728,767.5538349151611,0.9999089241027832,500.6090770959854,454.12203669548035,0.9998058676719666
243,823.5416462421417,768.0801181793213,0.9998852014541626,501.09353613853455,453.2790014743805,0.9998063445091248
244,824.6182584762573,768.7423858642578,0.9997875094413757,502.9324219226837,451.98032506369054,0.9997740387916565
245,825.0852093696594,769.1126828193665,0.999736487865448,501.89777159690857,451.3495960831642,0.9998171925544739
246,825.292444229126,770.3299732208252,0.999680757522583,505.20160722732544,450.1218857765198,0.9996455907821655
247,826.0287054777145,771.051556289196,0.9996669292449951,505.87079429626465,449.2305612564087,0.9995170831680298
248,827.0964994430542,770.8894964456558,0.9996922016143799,508.9672827720642,447.3351106643677,0.9994795918464661
249,828.2634523510933,770.9956206083298,0.9997101426124573,509.1144576072693,446.8765525817871,0.9992222785949707
250,828.9495481848717,770.6946058273315,0.9997157454490662,510.09957695007324,446.0643482208252,0.999437153339386
251,830.344078540802,770.1258754730225,0.9998387098312378,509.7836232185364,445.6367139816284,0.9994029998779297
252,831.5390868186951,769.9782750606537,0.9999008178710938,510.1985082626343,445.1367754936218,0.9993094205856323
253,832.8402931690216,769.9906675815582,0.9999144077301025,511.0592579841614,444.55464458465576,0.9992546439170837
254,834.7120336294174,769.7330226898193,0.9999257326126099,511.7065739631653,444.6130185723305,0.9992592930793762
255,835.5778196752071,769.4522035121918,0.9999315738677979,512.7039043903351,444.19006752967834,0.9993864297866821
256,836.3633009791374,770.0742934942245,0.9999287128448486,513.2017543315887,443.7790102958679,0.9994277358055115
