scorer,DeepCut_resnet50_testpoke2Mar14shuffle1_27000,DeepCut_resnet50_testpoke2Mar14shuffle1_27000,DeepCut_resnet50_testpoke2Mar14shuffle1_27000,DeepCut_resnet50_testpoke2Mar14shuffle1_27000,DeepCut_resnet50_testpoke2Mar14shuffle1_27000,DeepCut_resnet50_testpoke2Mar14shuffle1_27000
bodyparts,hypostone,hypostone,hypostone,peduncle,peduncle,peduncle
coords,x,y,likelihood,x,y,likelihood
64,476.5692273378372,461.83210706710815,0.9997418522834778,675.3124423623085,702.0225563049316,0.9999312162399292
65,478.49234342575073,461.04555082321167,0.9997187256813049,674.5569891929626,699.7825469970703,0.9998169541358948
66,477.9105820655823,461.77184104919434,0.9998251795768738,675.9626506082714,699.7767734527588,0.9997186064720154
67,481.08116245269775,461.32287323474884,0.9999390840530396,675.5771331191063,699.4167493581772,0.9997392296791077
68,482.571137547493,462.5143437385559,0.999966025352478,675.3948144316673,698.801127910614,0.9997488856315613
69,485.2449586391449,462.08500480651855,0.9999494552612305,675.0927503705025,698.1566982269287,0.9997541308403015
70,486.3811800479889,462.03423047065735,0.9999275207519531,674.9094241857529,697.9231398105621,0.9997338652610779
71,487.8469958305359,461.7027368545532,0.9999027252197266,675.3315224051476,697.7986092567444,0.9997053742408752
72,489.3741636276245,461.81909239292145,0.9998620748519897,675.3000068664551,697.9536278247833,0.9997443556785583
73,491.44967037439346,461.5760250091553,0.9997072815895081,675.2455552220345,697.8018136024475,0.9997114539146423
74,492.8740481734276,461.6600823402405,0.9997593760490417,675.8502073436975,698.1181178092957,0.9996938705444336
75,492.9949617385864,460.920398414135,0.9996066689491272,675.7612994611263,698.8384994268417,0.9997164607048035
76,493.92805337905884,460.3674617111683,0.9997069239616394,676.2248427867889,700.119726613164,0.9996927976608276
77,494.88693475723267,459.7021695673466,0.9998316764831543,676.469859212637,700.4128170013428,0.9997115731239319
78,495.8677930831909,459.17740309238434,0.9998797178268433,676.8943086862564,700.9492729902267,0.9997084736824036
79,496.2767553329468,459.0098995566368,0.9998863935470581,675.9249592125416,699.1764535903931,0.9996980428695679
80,497.16581320762634,458.4746495485306,0.9999074935913086,676.3633421063423,699.5566282272339,0.9997928738594055
81,497.6770052909851,458.6142317056656,0.9999154806137085,677.034303188324,700.8205251693726,0.9998418092727661
82,497.93821358680725,458.5688316822052,0.9999102354049683,677.5130461454391,701.2808947563171,0.999901294708252
83,498.18569326400757,458.46850049495697,0.9999210834503174,677.807891368866,701.2339568138123,0.9998888969421387
84,498.22926664352417,458.7834415435791,0.9999436140060425,677.8537224531174,701.7710156440735,0.9998867511749268
85,498.6403249502182,458.79125356674194,0.9999439716339111,678.0490081310272,702.4711985588074,0.9999103546142578
86,498.6335790157318,458.31311559677124,0.9999538660049438,677.8458701372147,703.1424660682678,0.9999250173568726
87,499.034847676754,457.8786926269531,0.9999697208404541,678.5740416049957,703.4693384170532,0.9999314546585083
88,499.38208478689194,457.3220658302307,0.9999785423278809,678.341926574707,703.9978289604187,0.9999436140060425
89,499.21712911129,456.5452914237976,0.999984860420227,678.6314198970795,704.4183309078217,0.9999405145645142
90,499.6129478216171,456.1353702545166,0.9999887943267822,678.5160396099091,704.448543548584,0.9999498128890991
91,499.3028732538223,455.21972155570984,0.9999910593032837,678.9734981060028,705.4323723316193,0.9999363422393799
92,499.2910988330841,454.41024231910706,0.9999927282333374,679.1816368103027,705.1369569301605,0.999915599822998
93,499.0977011322975,453.56494140625,0.9999929666519165,679.5368506908417,705.8313887119293,0.9998984336853027
94,498.49791967868805,453.28871643543243,0.9999927282333374,679.4137601852417,706.7779060602188,0.9998812675476074
95,498.0745173692703,452.5575134754181,0.9999911785125732,679.5726747512817,706.8818972110748,0.9998831748962402
96,498.11639750003815,452.0177281536162,0.9999904632568359,679.9277310371399,706.8734681606293,0.9998500347137451
97,497.34421491622925,451.44701224565506,0.9999881982803345,680.1509537696838,707.3211896419525,0.9998366832733154
98,497.2461836338043,450.8756606578827,0.9999860525131226,680.2887015342712,707.8226543962955,0.9998239874839783
99,496.8709919452667,450.15695559978485,0.9999817609786987,680.6221265792847,708.2271243333817,0.9997819066047668
100,496.3797082901001,449.73941469192505,0.9999713897705078,680.6653971672058,709.049542427063,0.9997116923332214
101,495.90510082244873,449.3003308773041,0.9999582767486572,680.7405018806458,709.5264357328415,0.9996780157089233
102,495.0990204811096,448.76352858543396,0.9999356269836426,680.740364074707,710.0209798812866,0.9996128678321838
103,494.611882686615,447.98377656936646,0.9999134540557861,680.9562573432922,709.9949607849121,0.9995136260986328
104,495.45718789100647,447.1610007286072,0.9998350143432617,680.6899847984314,710.3227953910828,0.9995182752609253
105,495.1253957748413,446.4340181350708,0.9998237490653992,681.2897114753723,711.3436017036438,0.998909592628479
106,494.5431065559387,445.55012130737305,0.9997491240501404,680.8631014823914,711.4035067558289,0.9993126392364502
107,493.7506613731384,444.0941359475255,0.9995861649513245,680.6577453613281,712.1460762023926,0.999024510383606
108,493.5255732536316,443.778273075819,0.9993754029273987,681.8293657302856,712.8597002029419,0.9988081455230713
109,493.3091585636139,443.41674613952637,0.9993979930877686,681.8685626983643,713.4023547172546,0.9988747239112854
110,492.3767823576927,442.44671058654785,0.9995653033256531,681.9587922096252,713.8982701301575,0.9987553358078003
111,491.75164130330086,442.04169940948486,0.9996957778930664,681.6389050483704,713.6524608135223,0.9989908337593079
112,491.15185302495956,440.65576553344727,0.9997996687889099,681.0364027023315,714.3459649085999,0.9991206526756287
113,490.4735779762268,440.8270411491394,0.9997736811637878,681.102728843689,714.5196340084076,0.9992140531539917
114,489.65364694595337,440.61440801620483,0.9999058246612549,681.411159992218,715.0265095233917,0.999116837978363
115,488.7922387123108,440.42955255508423,0.9999358654022217,680.9796867370605,715.08658182621,0.9990585446357727
116,487.7579607963562,439.51368141174316,0.9999624490737915,680.8689036369324,715.3844656348228,0.999139666557312
117,487.18893933296204,439.1446192264557,0.9999762773513794,680.9196457862854,715.2026807665825,0.9993313550949097
118,486.77803230285645,438.9494459629059,0.999984622001648,680.8262686729431,715.6672606170177,0.9993411898612976
119,486.6249260902405,438.48891973495483,0.9999862909317017,681.0723657608032,715.8109615445137,0.9992256164550781
120,486.3467102050781,437.97125709056854,0.9999884366989136,681.0901236534119,715.8560218662024,0.9991621971130371
121,485.91864585876465,438.03477597236633,0.999988317489624,680.8101763725281,716.1983741223812,0.9993190765380859
122,485.2244668006897,437.4062349796295,0.9999905824661255,680.8107953071594,715.7538409382105,0.99934321641922
123,484.623184800148,436.9443311691284,0.9999891519546509,680.4688830375671,716.3386234343052,0.9992893934249878
124,483.83013105392456,436.9453465938568,0.999988317489624,680.6148953437805,716.3649304509163,0.9993826150894165
125,482.9252178668976,436.8087255358696,0.9999842643737793,680.5648736953735,716.5767681002617,0.9994322657585144
126,482.00710928440094,436.6313337087631,0.999984622001648,680.5124840736389,716.6403770446777,0.9994382262229919
127,481.21133732795715,436.93177807331085,0.9999833106994629,680.4260830879211,716.4600846171379,0.9994391798973083
128,480.380006313324,436.46549996733665,0.9999748468399048,679.0448095798492,715.6553535461426,0.9994982481002808
129,479.6445121765137,436.92174392938614,0.9999666213989258,680.8037533760071,716.5389584898949,0.999515175819397
130,479.04110050201416,437.23545587062836,0.9999537467956543,680.8282179832458,716.3449718058109,0.9994532465934753
131,478.9518256187439,437.03425896167755,0.9999395608901978,680.473822593689,716.5287283658981,0.9995972514152527
132,478.4190912246704,437.1772086620331,0.9999333620071411,680.4488706588745,716.5413327217102,0.9994907379150391
133,479.42423915863037,435.42194533348083,0.9999291896820068,679.3925743103027,715.9218673706055,0.9996731281280518
134,479.0486023426056,434.9405189752579,0.9999246597290039,679.6747949123383,715.697114944458,0.9995408058166504
135,478.4190330505371,434.5738617181778,0.9999347925186157,679.6693842411041,715.9648752212524,0.9996322393417358
136,477.6549035310745,434.4225380420685,0.9999419450759888,679.3842933177948,716.1845636367798,0.9996753931045532
137,477.1559580564499,434.26679968833923,0.9999421834945679,678.7918057441711,716.3976287841797,0.9997363686561584
138,474.9157385826111,434.8610029220581,0.9999542236328125,679.1498520374298,716.6711874008179,0.9997356534004211
139,474.5802512168884,434.3945542573929,0.9999656677246094,678.6265268325806,716.8944640159607,0.9997400641441345
140,473.7323884963989,434.22779977321625,0.9999759197235107,678.7285385131836,716.9324059486389,0.9997923970222473
141,473.9303364753723,433.9205765724182,0.9999706745147705,678.2511689662933,718.0942301750183,0.9998422861099243
142,473.0843563079834,433.99770498275757,0.999980092048645,678.4804012775421,718.2436742782593,0.9998119473457336
143,472.11658573150635,433.9905140399933,0.999984860420227,678.6941018104553,718.4568634033203,0.9997934699058533
144,471.95398592948914,434.10957312583923,0.9999852180480957,678.4052517414093,719.4782218933105,0.999833345413208
145,470.8971288204193,433.67927074432373,0.9999884366989136,678.3500187397003,719.9695835113525,0.9998447895050049
146,470.40317964553833,433.6036305427551,0.9999891519546509,678.7650063037872,719.9683294296265,0.9998594522476196
147,469.59879100322723,433.4683105945587,0.9999909400939941,678.78151512146,720.4170053005219,0.9998527765274048
148,468.93802547454834,433.61331605911255,0.9999914169311523,679.2108914852142,720.984212398529,0.9997848868370056
149,468.5002209544182,433.82347774505615,0.999991774559021,679.4997835159302,720.9805238246918,0.9997991919517517
150,467.96421234309673,433.4164924621582,0.999991774559021,679.8460578918457,721.2750520706177,0.9997805953025818
151,467.74964439868927,433.4677336215973,0.9999908208847046,679.8878076076508,721.8750514984131,0.9997579455375671
152,466.9637326002121,433.3710346221924,0.9999927282333374,680.1056728363037,721.5260698795319,0.9996626377105713
153,466.96604311466217,433.26543140411377,0.9999914169311523,680.3255081176758,722.3208652734756,0.999569833278656
154,466.2328270673752,433.299831867218,0.9999910593032837,680.6865830421448,721.7517828941345,0.9995099306106567
155,465.69592475891113,433.58051443099976,0.9999884366989136,680.4862132072449,722.4951437711716,0.9994983673095703
156,465.73175287246704,434.0390737056732,0.9999896287918091,680.8962907791138,722.0572906732559,0.9995978474617004
157,465.46821427345276,434.794814825058,0.9999877214431763,680.9400210380554,722.157740354538,0.9994584918022156
158,464.8438684940338,435.37126368284225,0.9999866485595703,680.6308965682983,721.8784039020538,0.9996222257614136
159,464.1291756629944,434.56688916683197,0.9999786615371704,681.0167098045349,721.7274551391602,0.9995703101158142
160,463.84629011154175,435.1468275785446,0.9999730587005615,681.0950193405151,721.7646634578705,0.999480664730072
161,463.39646577835083,435.2292096018791,0.9999583959579468,680.9190764427185,721.8824348449707,0.9995749592781067
162,462.84900188446045,435.367029607296,0.9999486207962036,681.3642387390137,722.3937994241714,0.9993777275085449
163,462.6699552536011,435.87075094878674,0.9999308586120605,681.172746181488,721.9543023109436,0.9995489716529846
164,462.8304834365845,433.7620532512665,0.9999163150787354,681.2787556648254,722.0000700950623,0.9994396567344666
165,462.34580755233765,434.2880219221115,0.9999086856842041,681.3255710601807,721.3578696250916,0.9995368719100952
166,461.89826691150665,434.02645921707153,0.9999125003814697,681.442412853241,722.0595309734344,0.9995216131210327
167,461.10748839378357,434.3452525138855,0.9999033212661743,681.1076774597168,722.3750710487366,0.9995061159133911
168,458.91368865966797,434.9586937427521,0.9999285936355591,681.006010055542,721.8325142860413,0.999634861946106
169,458.24674463272095,435.1103628873825,0.9999505281448364,680.7764286994934,721.7218437194824,0.9995579123497009
170,457.83819580078125,434.88340270519257,0.9999555349349976,680.886926651001,721.4999392032623,0.9996762275695801
171,457.6265993118286,435.08763498067856,0.9999597072601318,680.673101902008,721.4441242218018,0.9997021555900574
172,457.40079832077026,435.3668922781944,0.9999572038650513,680.6204886436462,721.0718486309052,0.9997599720954895
173,456.88297986984253,435.1686736345291,0.9999688863754272,680.8720531463623,720.9651985168457,0.9997674822807312
174,456.1993451118469,434.9327210187912,0.9999737739562988,680.5354561805725,720.9197468757629,0.9998098015785217
175,456.20960569381714,434.42505073547363,0.9999779462814331,680.5989141464233,720.9411277770996,0.9998201727867126
176,456.08103942871094,434.86777007579803,0.9999758005142212,680.6928205490112,720.1134469509125,0.999834418296814
177,456.27312564849854,434.4214562177658,0.9999759197235107,680.8184361457825,720.267049074173,0.9998363256454468
178,455.9152534008026,434.11089193820953,0.9999819993972778,680.8499116897583,719.9949774742126,0.9998348951339722
179,455.70073986053467,434.4058760404587,0.9999861717224121,680.5070757865906,720.0855796337128,0.9998494386672974
180,455.3031165599823,434.3344522714615,0.9999885559082031,680.9873085021973,720.3011016845703,0.9998064637184143
181,453.70167326927185,433.66254591941833,0.9999879598617554,681.0992932319641,719.8441781997681,0.9998000264167786
182,453.55767035484314,433.58797430992126,0.9999862909317017,681.633152961731,719.4539289474487,0.9997841715812683
183,452.90004593133926,433.60756731033325,0.9999880790710449,681.5364556312561,719.675745010376,0.9997833371162415
184,453.2306332588196,433.36523818969727,0.9999856948852539,681.2753105163574,719.6811904907227,0.9998376369476318
185,453.67309176921844,433.55204010009766,0.999987006187439,681.4223318099976,719.5694136619568,0.9997822642326355
186,453.6168962717056,433.3248643875122,0.9999880790710449,681.5174517631531,719.9673886299133,0.9996944665908813
187,453.739554643631,433.18844985961914,0.9999854564666748,681.8167862892151,720.1347012519836,0.9996644258499146
188,454.6259458065033,433.43371844291687,0.9999864101409912,681.1124579906464,721.4955565929413,0.999607503414154
189,454.1013562679291,433.4582769870758,0.9999858140945435,681.2254779338837,721.7082195281982,0.9996944665908813
190,454.01851511001587,433.4027590751648,0.9999871253967285,680.8533854484558,721.0686285495758,0.9995989203453064
191,454.1879975795746,433.5164444446564,0.9999855756759644,681.0596022605896,720.9284057617188,0.9996745586395264
192,453.6314505338669,433.2454264163971,0.999985933303833,681.5926747322083,720.8843412399292,0.9996154308319092
193,453.76939725875854,433.26685404777527,0.9999878406524658,681.0548913478851,720.9165947437286,0.9996892213821411
194,453.6791253089905,433.4740755558014,0.999988317489624,681.5107452869415,721.0296907424927,0.9995620846748352
195,453.78568160533905,433.33978748321533,0.9999881982803345,680.7757205963135,720.3280780315399,0.999657392501831
196,453.48301661014557,433.38424158096313,0.9999887943267822,682.1251364946365,720.1279270648956,0.9996092915534973
197,453.3190792798996,433.26986289024353,0.9999897480010986,681.8417403697968,720.0222215652466,0.9996390342712402
198,453.2697048187256,433.4106686115265,0.9999886751174927,681.4053857326508,720.0500288009644,0.9995531439781189
199,453.1702618598938,432.96495962142944,0.9999885559082031,681.5067734718323,719.8954453468323,0.9995642304420471
200,453.2946945428848,433.34261655807495,0.9999886751174927,681.5873098373413,719.6280884742737,0.9995904564857483
201,453.14511036872864,433.13752126693726,0.9999885559082031,681.5911333560944,719.7208337783813,0.9995688796043396
202,453.1010559797287,433.3169038295746,0.9999896287918091,681.3736283779144,719.5001678466797,0.9995899796485901
203,452.9584649801254,433.2320644855499,0.9999904632568359,681.3975522518158,719.0084490776062,0.9995604157447815
204,453.2318217754364,433.20257568359375,0.9999895095825195,681.3538064956665,719.0993013381958,0.9995632767677307
205,452.7971462607384,433.2069516181946,0.9999891519546509,681.0577096939087,718.8814115524292,0.9995699524879456
206,452.5209898352623,433.3852069377899,0.9999905824661255,682.0805430412292,718.497808933258,0.9994800686836243
207,452.60696762800217,433.228458404541,0.9999901056289673,681.8018465042114,718.4547414779663,0.9993793964385986
208,452.4262165427208,433.0134508609772,0.9999912977218628,681.6057751178741,718.7901663780212,0.9994481205940247
209,452.4073419868946,433.22971653938293,0.9999889135360718,681.8997609615326,718.2028169631958,0.9993494153022766
210,452.36422845721245,433.12331914901733,0.9999897480010986,682.1295040845871,718.1928334236145,0.9994338154792786
211,452.3972251713276,432.9528546333313,0.9999895095825195,681.8806443214417,718.2553706169128,0.9994232654571533
212,452.1277007162571,433.0137469768524,0.9999898672103882,682.133957862854,718.14599609375,0.9993745684623718
213,452.1232466623187,432.9080979824066,0.9999895095825195,682.1943038702011,717.5992746353149,0.9992983341217041
214,452.225467890501,433.21182107925415,0.9999908208847046,682.3486720323563,717.5887775421143,0.999160647392273
215,452.12198262661695,433.18100810050964,0.9999899864196777,681.6343665122986,718.0694074630737,0.9993396401405334
216,452.19317911565304,433.1031925678253,0.9999891519546509,682.0377126932144,717.4888353347778,0.9991986155509949
217,451.762627735734,432.632771730423,0.9999862909317017,681.6883759498596,717.6546144485474,0.9993093013763428
218,451.4400564432144,432.82585740089417,0.9999819993972778,681.9316558837891,717.2609586715698,0.9989902377128601
219,451.4225097298622,432.75228810310364,0.999982476234436,681.9251666069031,717.4493203163147,0.9991413354873657
220,451.3369727730751,433.1621768474579,0.9999805688858032,681.92773270607,717.4934530258179,0.999016523361206
221,450.97163820266724,433.0240023136139,0.9999825954437256,681.6160233020782,717.0790553092957,0.9987930059432983
222,451.05795484781265,433.5051248073578,0.9999798536300659,681.7941153049469,717.4747023582458,0.9988409876823425
223,451.0720616579056,433.3698356151581,0.999982476234436,681.400482416153,717.9195156097412,0.9991450309753418
224,450.77750539779663,433.6640467643738,0.9999814033508301,681.6609799861908,717.8202362060547,0.9986987113952637
225,450.8816695213318,433.61751985549927,0.9999839067459106,681.2064113616943,717.4858617782593,0.9990391731262207
226,451.02418422698975,433.76700806617737,0.9999825954437256,681.1620674133301,717.3834567070007,0.9991870522499084
227,450.61582148075104,433.91242146492004,0.9999803304672241,681.4444308280945,717.1037926673889,0.9990100860595703
228,450.28149926662445,434.1746778488159,0.9999809265136719,680.7806735038757,717.1964411735535,0.9990301132202148
229,449.624071598053,433.7631137371063,0.9999732971191406,680.5351376533508,717.4482703208923,0.9987297654151917
230,449.34320187568665,433.79178762435913,0.9999656677246094,680.8718643188477,717.0827631950378,0.9988131523132324
231,449.40029525756836,433.94662618637085,0.9999600648880005,680.582760810852,717.6547837257385,0.9990137815475464
232,449.32772755622864,434.22989320755005,0.9999638795852661,680.7314743995667,717.4435882568359,0.9988977909088135
233,449.07485151290894,434.0681622028351,0.999950647354126,680.5908327102661,717.8593502044678,0.9986384510993958
234,448.9264533519745,434.26504588127136,0.9999502897262573,680.422785282135,718.1084551811218,0.9988369345664978
235,448.66456723213196,434.18759763240814,0.9999005794525146,680.2718858718872,717.9853343963623,0.9990353584289551
236,448.4907262325287,434.1916546821594,0.9999129772186279,680.3624930381775,718.2513928413391,0.9986937642097473
237,448.62200021743774,434.2729684114456,0.9999221563339233,680.3490228652954,718.1030492782593,0.9988045692443848
238,448.6678581237793,434.19401931762695,0.9999374151229858,680.3855862617493,718.2814378738403,0.9983949065208435
239,448.263356924057,434.1511754989624,0.9999083280563354,679.8621871471405,718.3607597351074,0.9986779093742371
240,447.90366315841675,434.3310784101486,0.9998908042907715,680.0677537918091,718.2089204788208,0.9987291693687439
241,448.1050834655762,434.5733323097229,0.9999163150787354,679.863881111145,718.0561079978943,0.9985917210578918
242,447.8200874328613,434.65772664546967,0.9998807907104492,680.2539892196655,718.2471690177917,0.9985174536705017
243,447.9600019454956,434.8156043291092,0.9998856782913208,679.9630262851715,718.4687662124634,0.9982625842094421
244,447.9357714653015,434.7529716491699,0.9998903274536133,680.770516872406,717.985710144043,0.9978883862495422
245,447.9337577819824,434.69954216480255,0.9998984336853027,679.9792656898499,718.2233095169067,0.9968791007995605
246,447.814847946167,434.94596922397614,0.9998776912689209,680.1754307746887,718.0144596099854,0.9978398084640503
247,447.4237370491028,435.4542245864868,0.9998812675476074,680.355833530426,718.3769235610962,0.9978376030921936
248,447.2346682548523,434.78032433986664,0.9998024106025696,679.9650523662567,717.9783148765564,0.9978979825973511
249,447.44386291503906,435.3527572751045,0.9998650550842285,679.6920695304871,718.4205694198608,0.9981532692909241
250,447.4831805229187,434.95495784282684,0.9998679161071777,679.8285927772522,718.1721434593201,0.998284637928009
